task_id,node_id,start,duration
Init-1869,109,0,3
Init-1870,107,0,19
Init-1871,21,0,8
Init-1872,28,0,19
Init-1873,22,0,20
Init-1874,50,0,12
Init-1875,113,0,18
Init-1876,117,0,4
Init-1877,124,0,17
Init-1878,23,0,19
Init-1879,84,0,13
Init-1880,41,0,4
Init-1881,44,0,11
Init-1882,74,0,10
Init-1883,80,0,17
Init-1884,94,0,18
Init-1886,100,0,15
Init-1887,147,0,2
Init-1888,102,0,2
Init-1889,115,0,12
Init-1890,156,0,12
Init-1891,164,0,18
Init-1892,176,0,20
Init-1893,134,0,7
Init-1894,140,0,13
Init-1895,151,0,6
Init-1896,194,0,7
Init-1897,146,0,11
Init-1898,138,0,6
Init-1899,154,0,3
Init-1901,163,0,8
Init-1903,160,0,19
Init-1904,188,0,5
Init-1913,80,0,14
Init-1918,83,0,8
Init-1924,134,0,15
Init-1929,137,0,10
Init-1937,184,0,11
Init-1940,189,0,20
Init-1963,0,0,9
Init-1968,1,0,3
Init-1969,4,0,10
Init-1970,5,0,2
Init-1973,7,0,10
Init-1987,8,0,17
T1-928,9,1,15
T1-972,10,1,2
T1-983,30,1,13
T1-857,41,1,9
T1-128,50,1,7
T1-197,74,1,9
T1-462,79,1,18
T1-287,81,1,7
T1-606,93,1,19
T2-546,140,2,8
T2-314,155,2,10
T2-675,156,2,7
T2-525,167,2,12
T2-452,168,2,18
T2-733,180,2,8
T2-339,187,2,20
T2-959,188,2,13
T2-326,194,2,13
T1-522,20,1,5
T1-460,42,1,12
T1-510,1,1,12
T1-213,20,1,6
T1-589,32,1,20
T1-524,38,1,14
T1-123,36,1,16
T1-818,54,1,15
T1-476,54,1,2
T1-564,54,1,8
T1-982,65,1,14
T1-976,69,1,11
T1-284,75,1,2
T1-368,74,1,9
T1-800,99,1,17
T1-431,86,1,14
T1-504,78,1,3
T1-366,73,1,12
T1-424,91,1,5
T1-230,107,1,13
T1-997,99,1,18
T1-268,125,1,6
T1-773,129,1,6
T1-604,19,1,5
T2-667,106,2,14
T2-705,162,2,18
T2-690,167,2,10
T2-584,20,2,13
T2-548,81,2,20
T2-716,173,2,14
T2-867,27,2,6
T2-262,79,2,3
T2-216,121,2,9
T2-448,170,2,19
T2-254,60,2,16
T2-762,185,2,5
T2-275,35,2,15
T2-780,133,2,15
T2-798,197,2,6
T2-171,65,2,14
T2-148,69,2,20
T2-341,138,2,11
T2-696,143,2,16
T2-535,88,2,16
T2-266,149,2,17
T2-821,97,2,16
T2-864,161,2,5
T2-128,173,2,15
T2-837,178,2,18
T2-119,107,2,7
T2-310,184,2,20
T2-201,192,2,7
T2-947,114,2,9
T2-856,144,2,14
T2-794,6,2,19
T2-537,26,2,15
T2-542,32,2,12
T2-187,47,2,14
T2-713,63,2,16
T2-791,74,2,12
T2-240,75,2,11
T3-560,82,3,20
T3-855,92,3,13
T3-701,108,3,6
T3-618,121,3,4
T3-813,133,3,18
T3-277,146,3,12
T3-821,149,3,5
T3-757,166,3,16
T3-415,167,3,2
T3-372,169,3,3
T3-634,175,3,18
T3-468,179,3,16
T3-832,178,3,14
T3-485,191,3,6
T3-971,192,3,18
T2-123,13,2,15
T2-640,13,2,4
T2-191,14,2,7
T2-433,14,2,11
T2-427,15,2,10
T2-604,30,2,3
T2-666,41,2,2
T2-668,15,2,15
T2-966,17,2,13
T2-272,18,2,19
T2-101,77,2,11
T2-161,79,2,10
T2-459,21,2,11
T2-616,41,2,12
T2-778,35,2,16
T2-808,33,2,17
T2-109,37,2,17
T2-906,17,2,16
T2-932,109,2,13
T2-935,72,2,9
T2-604,68,2,14
T2-384,117,2,8
T2-798,71,2,6
T2-683,74,2,10
T2-224,118,2,18
T2-384,116,2,12
T2-299,130,2,2
T2-806,142,2,8
T2-418,43,2,5
T2-584,90,2,12
T2-342,57,2,16
T2-968,73,2,3
T2-408,147,2,3
T2-401,147,2,15
T2-210,77,2,4
T2-960,95,2,6
T2-531,154,2,16
T2-625,137,2,19
T2-416,158,2,2
T2-773,79,2,18
T2-155,165,2,8
T2-170,171,2,17
T2-439,180,2,15
T2-103,100,2,16
T3-409,102,3,6
T3-406,181,3,14
T3-769,113,3,9
T3-867,184,3,18
T3-589,86,3,6
T3-727,115,3,7
T3-774,141,3,5
T3-782,118,3,17
T3-880,145,3,5
T3-356,147,3,12
T3-572,148,3,9
T3-466,154,3,19
T3-198,175,3,3
T3-538,160,3,5
T3-649,197,3,12
T3-106,180,3,4
T3-139,194,3,7
T3-856,5,3,7
T3-210,10,3,13
T3-711,29,3,11
T3-785,71,3,6
T4-316,100,4,15
T4-942,33,4,8
T4-839,73,4,16
T4-472,18,4,18
T4-115,85,4,18
T4-491,106,4,16
T4-366,109,4,6
T4-914,113,4,17
T4-507,136,4,12
T4-759,142,4,11
T4-512,148,4,18
T4-760,165,4,5
T4-329,171,4,6
T4-903,181,4,11
T4-606,185,4,8
T3-467,9,3,15
T3-361,18,3,7
T3-185,22,3,6
T3-172,31,3,8
T3-763,18,3,12
T3-126,24,3,5
T3-800,38,3,4
T3-441,32,3,10
T3-486,40,3,5
T3-845,46,3,5
T3-817,47,3,5
T3-869,75,3,19
T3-970,86,3,6
T3-803,21,3,6
T3-853,49,3,13
T3-723,94,3,7
T3-462,110,3,10
T3-835,55,3,4
T3-420,3,3,4
T3-158,14,3,19
T3-534,22,3,18
T3-227,109,3,8
T3-330,28,3,6
T3-152,122,3,7
T3-215,76,3,9
T3-594,62,3,2
T3-322,71,3,18
T3-574,149,3,2
T3-462,31,3,7
T3-109,34,3,8
T3-626,40,3,17
T3-887,73,3,14
T3-473,142,3,19
T3-549,177,3,13
T3-991,60,3,11
T3-504,180,3,3
T3-303,187,3,5
T3-663,201,3,6
T3-882,197,3,6
T3-885,74,3,12
T3-184,201,3,6
T3-387,46,3,9
T3-585,47,3,7
T3-975,54,3,6
T3-380,96,3,15
T3-304,48,3,14
T3-413,103,3,15
T3-622,202,3,11
T3-472,106,3,9
T3-148,85,3,3
T3-392,202,3,5
T3-358,203,3,11
T3-859,122,3,18
T3-382,113,3,4
T3-860,52,3,8
T3-556,103,3,12
T3-585,134,3,3
T3-528,175,3,13
T4-927,203,4,17
T4-750,116,4,4
T4-183,204,4,15
T4-785,204,4,4
T4-871,204,4,13
T4-648,120,4,13
T4-783,135,4,12
T4-569,144,4,5
T4-137,160,4,15
T4-314,172,4,2
T4-611,205,4,13
T4-655,205,4,5
T4-482,154,4,7
T4-189,124,4,2
T4-608,134,4,18
T4-483,182,4,10
T4-443,157,4,9
T4-500,191,4,14
T4-547,193,4,6
T4-743,161,4,19
T4-205,181,4,5
T4-833,203,4,15
T4-211,9,4,5
T4-154,13,4,9
T4-585,32,4,17
T4-938,38,4,11
T4-401,46,4,8
T4-460,1,4,6
T4-672,49,4,4
T4-168,18,4,5
T4-751,55,4,9
T4-410,106,4,16
T4-174,119,4,15
T4-156,135,4,19
T4-800,144,4,3
T4-702,167,4,19
T4-921,187,4,3
T4-956,175,4,20
T4-412,201,4,2
T4-770,202,4,18
T4-696,204,4,14
T4-449,205,4,18
T4-271,2,4,5
T4-853,16,4,13
T4-598,2,4,2
T4-441,41,4,18
T4-520,20,4,13
T4-350,66,4,4
T4-486,1,4,19
T4-997,9,4,13
T4-527,28,4,3
T4-818,45,4,5
T4-565,78,4,2
T4-801,16,4,6
T4-396,31,4,11
T4-707,13,4,11
T4-390,34,4,6
T4-699,14,4,3
T4-463,48,4,14
T4-200,67,4,11
T4-546,78,4,6
T4-238,92,4,11
T4-404,114,4,14
T4-639,131,4,18
T4-537,138,4,16
T4-348,88,4,19
T4-965,95,4,2
T4-881,168,4,4
T4-949,31,4,5
T4-807,89,4,5
T4-309,60,4,6
T4-791,79,4,11
T4-353,85,4,2
T4-156,46,4,17
T4-941,200,4,5
T4-859,112,4,11
T4-814,64,4,15
T4-463,92,4,10
T4-262,114,4,8
T4-823,117,4,7
T4-836,128,4,10
T4-619,121,4,12
T4-694,129,4,14
T4-130,130,4,5
T4-278,198,4,4
T4-356,75,4,16
T4-300,144,4,11
T4-859,133,4,8
T4-124,93,4,6
T4-517,101,4,18
T4-952,135,4,18
T4-733,146,4,16
T4-485,112,4,6
T4-329,158,4,14
T4-992,146,4,19
T4-973,171,4,3
T4-531,175,4,3
T4-660,192,4,3
T4-727,148,4,17
T4-142,130,4,18
T4-486,166,4,15
T4-716,186,4,14
T4-225,178,4,19
T4-308,188,4,9
T4-947,190,4,14
T5-691,0,5,16
T5-875,4,5,5
T5-586,18,5,3
T5-158,20,5,16
T5-752,25,5,19
T5-475,34,5,15
T5-750,38,5,19
T5-705,40,5,2
T5-774,41,5,5
T6-200,66,6,4
T6-482,77,6,14
T6-865,78,6,15
T6-400,85,6,2
T6-203,128,6,3
T6-517,144,6,18
T6-202,158,6,4
T6-237,165,6,17
T6-749,169,6,7
T7-349,170,7,17
T7-106,175,7,20
T7-670,185,7,5
T7-641,130,7,14
T7-513,190,7,17
T5-196,0,5,3
T5-168,3,5,9
T5-114,1,5,15
T5-413,5,5,10
T5-756,11,5,6
T5-321,6,5,20
T5-916,26,5,20
T5-102,11,5,6
T5-926,49,5,17
T5-612,5,5,14
T5-494,56,5,18
T5-180,16,5,10
T5-601,23,5,19
T5-986,30,5,13
T5-673,45,5,7
T5-469,58,5,11
T5-477,61,5,10
T5-381,76,5,10
T5-584,24,5,2
T5-971,25,5,5
T5-973,62,5,2
T5-788,64,5,7
T5-944,32,5,4
T5-145,96,5,18
T5-449,108,5,4
T5-574,36,5,7
T5-483,136,5,11
T5-873,58,5,14
T5-243,100,5,8
T5-304,61,5,16
T5-601,112,5,13
T5-949,73,5,14
T5-682,80,5,13
T5-450,115,5,8
T5-578,123,5,18
T5-243,149,5,13
T5-531,166,5,5
T5-466,128,5,19
T5-122,169,5,16
T5-811,147,5,17
T5-482,151,5,14
T5-998,125,5,5
T5-892,156,5,20
T5-624,87,5,18
T5-681,102,5,12
T5-192,193,5,13
T5-588,136,5,17
T5-503,172,5,14
T6-193,173,6,6
T6-380,97,6,7
T6-867,99,6,6
T6-888,115,6,12
T6-671,124,6,18
T6-856,162,6,4
T6-463,166,6,8
T6-279,175,6,5
T6-361,183,6,2
T6-417,188,6,11
T6-818,189,6,14
T6-167,193,6,15
T6-729,199,6,10
T7-797,3,7,5
T7-684,5,7,8
T7-397,11,7,12
T7-103,23,7,20
T7-329,30,7,4
T7-553,37,7,14
T7-743,38,7,4
T7-108,6,7,12
T7-274,45,7,13
T7-632,51,7,7
T7-233,56,7,2
T7-193,62,7,9
T7-849,73,7,18
T7-274,76,7,15
T7-896,96,7,9
T7-874,104,7,3
T7-157,112,7,9
T7-603,119,7,4
T7-417,120,7,12
T7-209,121,7,3
T7-769,130,7,5
T7-113,150,7,10
T7-373,151,7,8
T7-558,175,7,20
T7-689,183,7,7
T7-603,188,7,13
T7-580,201,7,19
T6-287,2,6,9
T6-613,13,6,17
T6-407,12,6,6
T6-296,17,6,7
T6-628,39,6,15
T6-369,63,6,13
T6-441,20,6,16
T6-676,35,6,2
T6-518,46,6,16
T6-821,31,6,10
T6-673,5,6,18
T6-591,65,6,14
T6-386,71,6,3
T6-478,85,6,5
T6-687,36,6,16
T6-686,40,6,11
T6-891,103,6,7
T6-333,124,6,8
T6-925,135,6,18
T6-624,55,6,15
T6-651,139,6,12
T6-579,45,6,15
T6-689,75,6,15
T6-430,91,6,9
T6-886,78,6,8
T6-170,87,6,9
T6-267,95,6,8
T6-998,141,6,2
T6-861,57,6,16
T6-303,89,6,20
T6-424,120,6,4
T6-530,150,6,13
T6-381,94,6,9
T6-109,39,6,6
T6-921,92,6,11
T6-524,11,6,7
T6-212,59,6,8
T6-740,96,6,12
T6-126,121,6,3
T6-430,126,6,5
T6-866,111,6,18
T6-246,123,6,5
T6-775,139,6,16
T6-691,150,6,12
T6-777,105,6,14
T6-111,151,6,8
T6-562,134,6,10
T6-220,172,6,12
T6-290,178,6,19
T6-198,180,6,10
T6-474,181,6,19
T6-402,138,6,11
T7-783,183,7,9
T7-664,153,7,18
T7-479,185,7,12
T7-178,156,7,9
T7-823,161,7,13
T7-836,184,7,2
T7-821,180,7,16
T7-813,186,7,20
T7-516,192,7,20
T7-172,19,7,7
T7-869,73,7,2
T7-139,77,7,11
T7-632,97,7,12
T7-211,122,7,14
T7-880,140,7,13
T7-551,172,7,18
T7-447,178,7,4
T7-231,183,7,7
T7-834,192,7,18
T7-791,2,7,16
T7-648,3,7,5
T7-719,13,7,13
T7-218,14,7,6
T8-281,36,8,13
T8-140,45,8,7
T9-355,47,9,14
T9-262,57,9,16
T9-449,58,9,7
T9-268,65,9,20
T9-133,101,9,2
T9-745,111,9,13
T9-580,139,9,16
T9-713,144,9,10
T9-142,149,9,3
T9-463,151,9,18
T9-166,166,9,5
T9-934,167,9,5
T9-724,181,9,12
T9-803,187,9,9
T9-957,150,9,14
T7-140,4,7,17
T7-286,51,7,17
T7-739,9,7,6
T7-909,10,7,11
T7-717,56,7,20
T7-273,26,7,8
T7-344,19,7,15
T7-379,59,7,12
T7-304,64,7,3
T7-484,38,7,15
T7-450,4,7,19
T7-388,28,7,4
T7-257,23,7,4
T7-113,43,7,4
T7-741,83,7,5
T7-242,25,7,7
T7-937,55,7,7
T7-280,60,7,19
T7-293,3,7,8
T7-429,62,7,20
T7-522,84,7,10
T7-770,89,7,4
T7-605,101,7,15
T7-882,129,7,4
T7-889,102,7,4
T7-844,111,7,17
T7-407,132,7,8
T7-572,125,7,16
T7-256,10,7,15
T7-991,20,7,2
T7-937,36,7,7
T7-116,133,7,10
T7-122,141,7,11
T7-294,145,7,15
T7-972,60,7,3
T7-208,8,7,17
T7-631,145,7,15
T7-415,68,7,11
T7-224,104,7,12
T7-584,14,7,13
T7-314,137,7,12
T7-387,158,7,8
T7-334,113,7,17
T7-119,159,7,14
T7-602,174,7,4
T7-896,119,7,6
T7-944,196,7,10
T7-421,128,7,8
T7-223,163,7,8
T7-616,170,7,15
T7-309,112,7,2
T7-576,116,7,14
T7-117,24,7,19
T7-245,176,7,19
T7-544,186,7,12
T7-169,127,7,18
T7-830,155,7,13
T7-522,189,7,17
T7-191,171,7,5
T7-143,179,7,6
T7-427,192,7,14
T7-883,194,7,15
T7-141,193,7,8
T7-476,134,7,6
T7-742,197,7,13
T7-263,204,7,10
T7-923,27,7,8
T7-490,175,7,13
T7-529,84,7,3
T7-563,100,7,14
T7-599,103,7,19
T7-351,158,7,12
T7-520,159,7,6
T7-555,160,7,6
T7-112,161,7,10
T7-666,165,7,6
T7-878,170,7,4
T7-527,183,7,6
T8-256,198,8,18
T9-516,9,9,4
T9-108,18,9,8
T9-451,1,9,15
T9-483,175,9,13
T9-810,38,9,18
T9-673,43,9,2
T9-674,49,9,2
T9-141,50,9,17
T9-267,54,9,9
T9-560,76,9,20
T9-816,81,9,9
T9-659,19,9,3
T9-929,89,9,16
T9-636,92,9,7
T10-252,98,10,5
T10-138,99,10,17
T10-732,108,10,12
T10-859,109,10,20
T10-593,117,10,13
T10-704,119,10,6
T10-999,122,10,11
T10-213,128,10,5
T10-628,132,10,18
T10-300,137,10,5
T10-608,138,10,19
T10-132,150,10,15
T10-723,153,10,11
T10-555,156,10,18
T10-354,171,10,12
T10-686,176,10,2
T10-481,179,10,2
T10-618,186,10,9
T10-154,190,10,15
T10-649,191,10,20
T10-904,194,10,16
T10-273,197,10,19
T11-115,204,11,4
T8-841,0,8,11
T8-943,0,8,9
T8-860,7,8,12
T8-348,0,8,4
T8-515,21,8,17
T8-479,8,8,17
T8-505,24,8,9
T8-725,12,8,12
T8-973,3,8,4
T8-653,35,8,6
T8-269,27,8,3
T8-373,28,8,4
T8-166,53,8,7
T9-763,57,9,14
T9-864,44,9,20
T9-756,8,9,6
T9-323,46,9,2
T9-209,50,9,6
T9-763,11,9,12
T9-631,47,9,8
T9-498,51,9,9
T9-380,61,9,2
T9-308,66,9,6
T9-281,68,9,17
T9-700,69,9,9
T9-804,55,9,14
T9-591,40,9,2
T9-664,43,9,13
T9-806,21,9,18
T9-680,30,9,10
T9-728,71,9,18
T9-120,101,9,19
T9-413,123,9,10
T9-743,141,9,20
T9-198,143,9,8
T9-978,146,9,9
T9-604,90,9,2
T9-240,95,9,8
T9-647,42,9,19
T9-238,97,9,8
T9-137,102,9,15
T9-387,155,9,4
T9-342,73,9,19
T9-587,134,9,2
T9-321,168,9,5
T9-696,153,9,10
T9-813,157,9,16
T9-381,163,9,9
T9-314,164,9,16
T9-560,169,9,3
T9-841,179,9,11
T9-804,83,9,17
T9-275,185,9,7
T9-882,130,9,6
T9-545,184,9,10
T9-705,187,9,7
T9-776,191,9,7
T9-366,192,9,8
T9-484,198,9,20
T9-811,144,9,9
T9-977,86,9,14
T9-855,148,9,7
T9-337,169,9,18
T9-175,195,9,4
T9-650,101,9,12
T9-947,179,9,17
T9-922,198,9,4
T9-739,202,9,19
T9-878,205,9,10
T9-268,107,9,8
T9-924,113,9,13
T9-788,125,9,11
T9-187,195,9,20
T9-641,153,9,18
T9-422,164,9,6
T9-172,181,9,20
T9-198,185,9,15
T9-507,196,9,14
T9-566,187,9,5
T9-546,198,9,17
T9-291,3,9,4
T11-442,0,11,10
T11-281,7,11,6
T11-527,9,11,5
T11-663,43,11,20
T11-134,50,11,20
T11-906,51,11,15
T11-350,52,11,19
T11-348,18,11,4
T11-574,57,11,6
T11-869,61,11,15
T11-600,66,11,20
T11-629,68,11,12
T11-418,71,11,18
T11-259,78,11,10
T11-944,79,11,9
T11-114,104,11,19
T11-515,109,11,13
T11-122,110,11,11
T11-929,121,11,15
T11-570,132,11,14
T11-265,140,11,11
T11-378,141,11,4
T11-107,154,11,15
T11-310,163,11,20
T12-998,158,12,9
T12-482,168,12,10
T12-713,171,12,12
T12-188,172,12,16
T12-998,176,12,18
T12-270,180,12,14
T12-651,184,12,20
T12-368,188,12,11
T12-662,205,12,15
T9-686,2,9,7
T9-800,6,9,12
T9-451,7,9,7
T9-703,8,9,9
T9-722,22,9,18
T9-827,24,9,2
T9-369,29,9,12
T9-428,54,9,11
T9-298,22,9,5
T9-952,5,9,17
T9-303,32,9,10
T9-472,37,9,4
T9-564,11,9,8
T9-846,14,9,8
T10-473,52,10,19
T10-618,90,10,8
T10-342,71,10,3
T10-384,45,10,4
T10-212,91,10,7
T10-988,12,10,20
T10-847,67,10,4
T10-589,72,10,8
T10-943,50,10,20
T10-581,15,10,20
T10-723,20,10,3
T10-261,21,10,16
T10-870,28,10,4
T10-491,86,10,7
T10-737,54,10,20
T10-489,87,10,2
T10-997,89,10,5
T10-903,95,10,4
T10-908,98,10,6
T10-434,40,10,11
T10-117,62,10,13
T10-231,108,10,5
T10-564,24,10,8
T10-467,104,10,14
T10-233,85,10,10
T10-670,119,10,7
T10-162,140,10,15
T10-388,31,10,10
T10-160,41,10,13
T10-608,148,10,11
T10-704,110,10,15
T10-961,48,10,16
T10-139,120,10,19
T10-560,130,10,17
T10-844,121,10,6
T10-989,69,10,3
T10-573,126,10,3
T10-643,132,10,8
T10-820,144,10,20
T10-457,162,10,15
T10-303,149,10,7
T10-360,177,10,15
T10-699,72,10,6
T10-418,174,10,2
T10-702,182,10,5
T10-866,183,10,19
T10-940,188,10,12
T10-824,82,10,3
T10-608,194,10,18
T10-704,200,10,15
T10-669,153,10,14
T10-596,190,10,17
T10-354,193,10,12
T10-315,197,10,5
T10-115,84,10,7
T10-319,200,10,16
T10-275,112,10,3
T10-970,115,10,20
T10-616,201,10,5
T10-934,126,10,10
T10-241,155,10,16
T10-855,201,10,18
T10-111,182,10,10
T10-193,159,10,18
T10-910,201,10,15
T10-616,188,10,20
T10-689,162,10,4
T10-865,164,10,6
T10-523,197,10,12
T10-216,194,10,15
T12-726,0,12,14
T12-675,2,12,16
T12-503,4,12,5
T12-716,1,12,7
T12-317,6,12,14
T13-449,10,13,20
T13-129,13,13,19
T13-444,15,13,20
T13-435,19,13,11
T15-154,20,15,3
T15-463,21,15,10
T15-473,29,15,4
T15-222,30,15,19
T15-579,33,15,16
T15-334,37,15,13
T15-754,38,15,16
T15-308,43,15,16
T15-787,49,15,18
T15-455,53,15,6
T15-338,45,15,5
T15-179,74,15,2
T15-877,82,15,4
T15-327,87,15,12
T15-767,89,15,15
T15-563,91,15,15
T15-145,98,15,20
T16-266,110,16,20
T16-755,112,16,13
T17-458,115,17,4
T17-167,119,17,15
T17-507,120,17,17
T17-391,132,17,2
T17-369,133,17,3
T17-814,142,17,6
T17-238,149,17,12
T17-501,150,17,19
T17-533,157,17,11
T17-660,176,17,16
T17-267,177,17,15
T17-722,179,17,17
T17-498,183,17,12
T17-843,185,17,11
T17-739,167,17,9
T10-665,16,10,11
T10-329,53,10,13
T10-571,61,10,3
T10-724,64,10,9
T10-372,117,10,6
T10-111,3,10,5
T10-263,60,10,15
T10-659,14,10,20
T10-509,23,10,15
T10-364,94,10,18
T10-175,40,10,20
T10-777,25,10,15
T10-318,166,10,2
T10-196,120,10,2
T10-385,46,10,10
T10-199,122,10,3
T10-906,142,10,17
T10-664,18,10,4
T10-731,63,10,14
T10-419,165,10,4
T10-702,74,10,3
T10-728,34,10,7
T10-826,67,10,20
T10-708,77,10,11
T10-694,78,10,11
T10-985,88,10,12
T10-291,16,10,11
T10-180,90,10,5
T10-972,97,10,14
T10-995,18,10,13
T10-250,31,10,3
T10-357,121,10,12
T10-458,98,10,18
T10-230,36,10,9
T10-999,134,10,3
T10-539,143,10,13
T10-243,125,10,11
T10-273,47,10,13
T11-574,84,11,4
T11-537,93,11,13
T11-583,112,11,18
T11-418,114,11,3
T11-146,137,11,14
T11-287,116,11,8
T11-636,171,11,15
T11-678,154,11,3
T11-128,178,11,5
T11-806,175,11,13
T17-943,4,17,11
T17-497,5,17,4
T17-784,7,17,4
T17-621,24,17,17
T17-793,53,17,20
T17-766,33,17,4
T17-524,59,17,6
T17-947,19,17,15
T17-746,63,17,4
T17-423,64,17,12
T17-400,74,17,15
T17-405,78,17,8
T18-788,90,18,19
T18-321,130,18,19
T18-510,155,18,20
T18-125,185,18,7
T18-657,193,18,3
T11-954,4,11,6
T11-904,11,11,12
T11-428,4,11,5
T11-604,10,11,15
T11-345,24,11,20
T11-305,43,11,6
T11-571,12,11,3
T11-341,23,11,8
T11-806,27,11,13
T11-806,28,11,16
T11-829,31,11,12
T11-345,85,11,17
T11-495,109,11,15
T11-387,48,11,12
T11-934,87,11,6
T11-480,117,11,16
T11-973,72,11,10
T11-476,14,11,14
T11-933,81,11,10
T11-353,48,11,11
T11-888,126,11,2
T11-761,15,11,13
T11-223,24,11,16
T11-670,89,11,8
T11-773,102,11,15
T11-571,127,11,17
T11-609,123,11,2
T11-449,62,11,16
T11-691,129,11,12
T11-299,174,11,10
T11-881,167,11,16
T11-476,174,11,3
T11-290,189,11,8
T11-127,169,11,5
T11-507,34,11,3
T11-500,113,11,7
T11-617,146,11,14
T11-760,172,11,19
T11-368,173,11,8
T11-935,184,11,14
T11-113,44,11,7
T11-357,49,11,4
T11-218,52,11,12
T11-262,99,11,13
T11-340,126,11,11
T12-847,127,12,17
T12-887,148,12,5
T12-852,170,12,7
T12-486,174,12,10
T18-575,1,18,19
T18-994,3,18,3
T18-174,9,18,5
T18-827,27,18,16
T18-814,12,18,7
T18-854,35,18,15
T18-701,4,18,9
T18-997,40,18,7
T18-885,11,18,16
T18-954,46,18,6
T18-197,72,18,9
T18-163,74,18,2
T18-175,85,18,9
T18-788,102,18,6
T18-977,129,18,17
T18-771,132,18,8
T18-961,166,18,18
T18-953,167,18,6
T18-944,173,18,12
T18-739,204,18,18
T11-156,12,11,17
T11-947,3,11,12
T11-672,28,11,19
T11-158,52,11,9
T11-837,79,11,14
T11-848,64,11,3
T11-538,69,11,20
T11-484,45,11,16
T11-466,0,11,2
T11-272,71,11,2
T11-987,83,11,4
T11-175,50,11,15
T11-680,155,11,20
T11-175,1,11,17
T11-917,15,11,14
T11-447,166,11,15
T11-960,74,11,20
T11-131,76,11,5
T11-487,93,11,16
T11-413,104,11,15
T11-935,105,11,15
T11-978,114,11,15
T11-422,106,11,3
T11-495,120,11,7
T11-212,156,11,14
T11-108,20,11,5
T11-683,195,11,13
T11-545,115,11,10
T11-722,126,11,10
T12-236,39,12,2
T12-834,70,12,6
T12-468,133,12,6
T12-136,138,12,13
T12-565,97,12,13
T12-652,171,12,11
T12-738,157,12,8
T12-245,190,12,13
T12-261,198,12,5
T12-403,18,12,19
T12-108,34,12,5
T12-418,36,12,6
T12-806,44,12,7
T12-914,46,12,18
T12-982,48,12,16
T12-639,62,12,18
T12-293,78,12,3
T12-651,82,12,10
T12-615,84,12,15
T12-411,93,12,20
T12-382,112,12,18
T12-508,120,12,20
T12-975,139,12,15
T13-246,158,13,16
T18-193,13,18,5
T19-436,14,19,5
T19-259,27,19,4
T19-500,51,19,14
T19-703,52,19,10
T19-138,55,19,20
T19-943,59,19,9
T19-758,64,19,6
T19-723,69,19,20
T19-140,75,19,13
T19-275,98,19,13
T19-272,102,19,8
T19-451,104,19,19
T19-114,105,19,9
T19-669,106,19,13
T19-425,128,19,2
T19-668,137,19,11
T19-897,141,19,8
T19-173,152,19,5
T19-252,156,19,19
T19-961,167,19,20
T19-147,183,19,6
T19-324,195,19,17
T19-590,196,19,14
T20-250,198,20,8
T13-436,2,13,12
T13-608,1,13,18
T13-286,9,13,8
T13-449,17,13,5
T13-724,27,13,4
T13-207,77,13,3
T13-251,42,13,20
T13-942,32,13,12
T13-121,103,13,12
T13-789,33,13,5
T13-906,9,13,19
T13-687,110,13,12
T13-349,61,13,3
T13-647,14,13,5
T13-572,15,13,12
T13-310,74,13,6
T13-806,45,13,14
T13-314,67,13,3
T13-994,122,13,11
T13-352,19,13,14
T13-599,11,13,5
T13-397,21,13,3
T13-286,126,13,19
T13-884,134,13,12
T13-633,28,13,10
T13-821,152,13,5
T14-230,37,14,16
T14-191,39,14,20
T14-459,29,14,10
T14-853,159,14,9
T15-943,70,15,5
T15-708,199,15,3
T15-926,82,15,8
T15-586,31,15,17
T15-577,168,15,14
T15-763,83,15,16
T15-548,100,15,18
T15-525,39,15,19
T15-493,84,15,5
T15-596,115,15,3
T15-529,62,15,7
T15-789,118,15,16
T15-115,72,15,11
T15-886,73,15,7
T15-944,63,15,3
T15-547,80,15,13
T15-156,95,15,11
T15-147,111,15,11
T15-395,119,15,9
T15-408,95,15,4
T15-913,123,15,12
T15-663,98,15,12
T15-221,140,15,15
T15-583,125,15,12
T15-659,114,15,17
T15-200,154,15,13
T15-493,191,15,17
T15-756,179,15,3
T15-676,166,15,14
T15-538,199,15,16
T15-311,182,15,8
T15-228,183,15,15
T15-502,188,15,12
T15-546,129,15,2
T15-512,196,15,7
T15-879,160,15,13
T15-721,162,15,15
T16-885,165,16,19
T17-868,187,17,4
T20-586,1,20,14
T20-420,5,20,19
T20-736,6,20,3
T20-384,28,20,13
T20-132,30,20,10
T20-250,58,20,6
T21-570,19,21,11
T21-320,70,21,12
T21-268,73,21,18
T21-839,82,21,20
T21-981,83,21,16
T21-724,95,21,12
T21-727,98,21,9
T21-227,102,21,5
T21-572,108,21,14
T21-294,134,21,11
T21-886,142,21,16
T21-594,146,21,2
T21-798,151,21,20
T21-874,152,21,18
T21-488,159,21,2
T21-692,181,21,13
T21-919,182,21,15
T22-844,193,22,3
T23-132,194,23,20
T23-890,14,23,20
T17-392,3,17,4
T17-116,0,17,14
T17-458,22,17,12
T17-515,12,17,13
T17-605,70,17,15
T17-340,35,17,6
T17-755,25,17,14
T17-301,30,17,13
T17-127,7,17,2
T17-335,8,17,5
T17-155,41,17,20
T17-232,18,17,4
T17-704,50,17,20
T17-826,66,17,8
T17-931,71,17,20
T17-840,105,17,4
T17-545,33,17,20
T17-438,107,17,19
